,bal0,bal1,bal2,bal3,bal4,bal5,bal6,elev0,elev1,floor,hfloor,htype,kitarea,lat,livarea,lon,offertype,overallarea,parktype,price,rdate,roomarea0,roomarea1,roomarea2,roomarea3,roomarea4,roomarea5,roomarea6,rooms,slavnum,ulavnum,view
400,,,,,,,,1 пасс,,1,5,"вторичка,кирпичный",5.4,55.80487,27.7,37.794594,свободная,43.8,наземная,5500000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
401,1 балк,,,,,,,,,4,5,"вторичка,блочный",6.0,55.704773,30.5,37.583445,альтернатива,46.1,,8400000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
402,1 балк,,,,,,,,,2,5,"вторичка,блочный",6.0,55.753803,21.0,37.809479,свободная,32.0,наземная,5590000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
403,,,,,,,,,,9,9,"вторичка,панельный",7.0,55.678732,20.0,37.451663,свободная,33.0,,5150000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
404,2 лодж,,,,,,,1 пасс,1 груз,14,15,вторичка,12.0,55.64192,74.0,37.523456,свободная,123.5,подземная,34000000,,46.0,19.0,18.0,0.0,0.0,0.0,0.0,3,2.0,,двориулица
405,,,,,,,,,,5,5,"вторичка,кирпичный",6.0,55.868273,18.0,37.679394,альтернатива,31.0,наземная,6000000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
406,1 балк,,,,,,,1 пасс,,8,9,"вторичка,кирпичный",5.2,55.804547,27.0,37.540901,свободная,42.0,,9800000,,20.0,7.5,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
407,нет,,,,,,,,,21,25,"новостройка,панельный",,55.863303,,37.366493,свободная,37.9,,4446410,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
408,1 лодж,,,,,,,1 пасс,1 груз,4,24,"новостройка,монолитный",,55.718166,15.0,37.425339,214,26.5,,4754920,"(3, 2018)",15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
409,нет,,,,,,,2 пасс,2 груз,15,24,"вторичка,кирпично-монолитный",18.0,55.684183,73.0,37.48207,свободная,142.0,многоуровневая,45000000,,23.0,19.0,30.0,0.0,0.0,0.0,0.0,3,1.0,1.0,двориулица
410,нет,,,,,,,,,1,3,"вторичка,сталинский",10.0,55.817851,32.0,37.863675,альтернатива,56.2,,6750000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
411,1 лодж,,,,,,,1 пасс,1 груз,16,17,"новостройка,монолитный",13.6,55.81648,19.0,37.702158,214,59.0,подземная,13800000,"(0, 0)",19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
412,1 балк,,,,,,,1 пасс,,7,7,вторичка,9.3,55.659871,36.4,37.618336,свободная,62.0,наземная,9300000,,20.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
413,1 балк,,,,,,,1 пасс,1 груз,16,16,"вторичка,панельный",11.0,55.632987,15.0,37.769558,свободная,36.0,многоуровневая,5400000,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
414,,,,,,,,,,2,6,вторичка,,55.764197,95.0,37.646139,свободная,155.0,наземная,101500000,,,,,,0.0,0.0,0.0,4,,,двор
415,,,,,,,,1 пасс,,2,12,"вторичка,блочный",7.5,55.839133,23.0,37.660323,свободная,37.0,наземная,5300000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двориулица
416,1 лодж,,,,,,,1 пасс,,9,9,"вторичка,панельный",6.5,55.870314,31.0,37.565398,альтернатива,59.5,,8300000,,10.0,15.0,16.0,0.0,0.0,0.0,0.0,3,1.0,,двор
417,1 лодж,,,,,,,2 пасс,2 груз,18,24,"новостройка,монолитный",13.2,55.770775,21.8,37.376626,переуступка,54.6,подземная,9200000,"(2, 2017)",21.8,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
418,нет,,,,,,,2 пасс,1 груз,5,18,"вторичка,монолитный",15.8,55.690273,60.1,37.553109,свободная,105.0,,30000000,,27.2,15.5,17.4,0.0,0.0,0.0,0.0,3,2.0,,двор
419,нет,,,,,,,1 пасс,,4,7,"вторичка,кирпичный",6.0,55.773241,44.0,37.603657,свободная,60.0,,16500000,,18.0,,,0.0,0.0,0.0,0.0,3,1.0,,двор
420,нет,,,,,,,1 пасс,,7,9,"вторичка,блочный",7.0,55.704316,22.9,37.506586,альтернатива,36.9,,7500000,,10.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двориулица
421,нет,,,,,,,1 пасс,,4,9,"вторичка,панельный",7.0,55.887513,19.0,37.609784,альтернатива,33.0,,5200000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
422,1 лодж,,,,,,,1 пасс,1 груз,7,12,"вторичка,панельный",7.0,55.716864,26.0,37.799436,свободная,38.0,наземная,5700000,,14.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
423,нет,,,,,,,1 пасс,,5,8,"вторичка,сталинский",10.0,55.740472,20.0,37.584272,свободная,35.0,,9990000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,улица
424,1 лодж,,,,,,,2 пасс,1 груз,4,15,"новостройка,монолитный",10.8,55.790241,18.5,37.475839,214,42.9,подземная,8104012,"(4, 2017)",18.48,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
425,1 балк,,,,,,,1 пасс,,1,9,"вторичка,кирпичный",5.0,55.81,18.0,37.456639,свободная,32.0,,6000000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
426,1 балк,,,,,,,1 пасс,1 груз,4,16,новостройка,,55.632071,,37.416352,свободная,38.6,,3959334,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
427,1 лодж,,,,,,,2 пасс,1 груз,2,17,вторичка,9.0,55.644049,32.0,37.350719,свободная,54.0,наземная,7200000,,18.0,14.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
428,,,,,,,,1 пасс,1 груз,3,7,"новостройка,кирпично-монолитный",,55.649277,,37.497643,214,42.7,,5892600,"(1, 2017)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
429,нет,,,,,,,1 пасс,,4,17,"вторичка,панельный",9.0,55.639517,18.0,37.755491,свободная,39.0,,5950000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
430,,,,,,,,1 пасс,1 груз,11,12,"вторичка,блочный",6.5,55.668285,42.0,37.588072,свободная,60.4,наземная,9000000,,19.0,13.0,10.0,0.0,0.0,0.0,0.0,3,1.0,,двор
431,нет,,,,,,,,,2,23,"новостройка,панельный",,55.863303,,37.366493,свободная,51.9,,5531252,,,,0.0,0.0,0.0,0.0,0.0,2,,,
432,1 лодж,,,,,,,1 пасс,1 груз,11,22,"вторичка,панельный",10.0,55.825153,20.0,37.595887,свободная,39.0,подземная,8500000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
433,,,,,,,,,,3,9,вторичка,3.0,55.808801,15.0,37.707305,альтернатива,24.0,наземная,4650000,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
434,1 лодж,,,,,,,1 пасс,,9,12,"новостройка,монолитный",14.0,55.599926,18.0,37.72539,214,43.6,,6134520,"(0, 2018)",18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
435,1 лодж,,,,,,,1 пасс,1 груз,2,20,"новостройка,монолитный",13.7,55.680985,36.0,37.551786,свободная,66.1,,14749141,,20.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
436,1 балк,,,,,,,1 пасс,1 груз,13,13,"вторичка,кирпично-монолитный",,55.64192,72.0,37.523456,свободная,120.0,,30000000,,37.0,18.0,15.0,0.0,0.0,0.0,0.0,3,1.0,1.0,двориулица
437,1 балк,,,,,,,,,3,5,"вторичка,кирпичный",6.0,55.850621,18.0,37.504061,свободная,32.0,наземная,5200000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
438,1 балк,,,,,,,1 пасс,,7,11,"вторичка,кирпично-монолитный",25.0,55.769666,200.0,37.570069,свободная,287.0,,172088280,,200.0,,,,,,,,,1.0,двориулица
439,1 балк,,,,,,,1 пасс,,7,9,"вторичка,блочный",8.0,55.637154,23.0,37.801934,свободная,37.0,наземная,4700000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
440,,,,,,,,2 пасс,,1,12,вторичка,10.0,55.753387,20.0,37.522998,свободная,35.0,,6000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
441,нет,,,,,,,1 пасс,1 груз,8,11,"вторичка,кирпичный",6.5,55.778851,30.0,37.582035,свободная,49.0,наземная,10500000,,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,
442,нет,,,,,,,,,3,9,"вторичка,панельный",7.5,55.603151,33.0,37.512829,свободная,49.7,,7700000,,18.0,15.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
443,1 лодж,,,,,,,1 пасс,1 груз,6,19,"новостройка,монолитный",,55.599926,15.0,37.72539,214,28.6,,3660800,"(1, 2018)",15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
444,,,,,,,,1 пасс,,2,9,"вторичка,блочный",5.2,55.694292,21.2,37.738872,альтернатива,31.5,,5550000,,21.2,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
445,1 лодж,,,,,,,2 пасс,,2,12,"вторичка,панельный",7.0,55.677829,23.0,37.682449,свободная,40.0,наземная,7300000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
446,1 балк,,,,,,,,,2,5,вторичка,6.0,55.819676,18.6,37.525037,свободная,30.5,,4750000,,18.6,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
447,1 балк,,,,,,,1 пасс,1 груз,3,15,"вторичка,кирпично-монолитный",,55.688766,20.0,37.655975,свободная,29.0,,4522000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
448,,,,,,,,1 пасс,,2,9,"вторичка,панельный",6.0,55.68767,15.4,37.719828,альтернатива,27.0,наземная,4800000,,15.4,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
449,1 балк,,,,,,,,,4,7,"вторичка,сталинский",8.0,55.813946,58.6,37.599902,альтернатива,85.0,наземная,13300000,,21.0,17.3,20.3,0.0,0.0,0.0,0.0,3,1.0,,двориулица
450,нет,,,,,,,1 пасс,,4,9,"вторичка,кирпичный",7.0,55.786298,18.0,37.733976,свободная,33.0,,6000000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
451,1 балк,,,,,,,1 пасс,1 груз,3,22,"новостройка,монолитный",15.5,55.622766,15.1,37.706353,свободная,40.9,,6147270,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
452,1 лодж,,,,,,,1 пасс,1 груз,4,16,"вторичка,монолитный",34.9,55.810278,13.8,37.653801,свободная,65.2,подземная,21999999,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
453,1 лодж,,,,,,,1 пасс,1 груз,6,14,"вторичка,панельный",10.0,55.721711,20.0,37.393919,альтернатива,39.0,,6000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
454,нет,,,,,,,1 пасс,,5,8,"вторичка,блочный",4.9,55.680656,20.2,37.556065,свободная,30.3,,7000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
455,,,,,,,,1 пасс,,2,9,"вторичка,панельный",8.0,55.610112,29.0,37.553603,свободная,45.0,наземная,6900000,,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
456,1 балк,,,,,,,1 пасс,,5,12,"вторичка,блочный",10.0,55.747672,20.0,37.795008,свободная,35.0,наземная,5750000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
457,,,,,,,,1 пасс,,1,9,вторичка,6.0,55.62666,16.0,37.481163,свободная,28.0,наземная,4300000,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
458,1 балк,,,,,,,,,5,5,"вторичка,кирпичный",6.0,55.776993,24.0,37.714635,свободная,43.0,,7400000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
459,1 балк,,,,,,,1 пасс,,10,12,"вторичка,блочный",6.0,55.754385,24.0,37.811573,альтернатива,40.0,,6650000,,24.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
460,нет,,,,,,,1 пасс,1 груз,7,17,"новостройка,панельный",12.0,55.701572,15.6,37.937247,свободная,32.6,,3912000,"(4, 2016)",15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
461,1 балк,,,,,,,1 пасс,1 груз,6,14,"вторичка,панельный",8.3,55.737882,18.9,37.850155,свободная,37.6,,6500000,,18.9,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
462,1 лодж,,,,,,,,,2,24,"новостройка,монолитный",11.9,55.879824,16.5,37.543794,переуступка,42.5,подземная,5559358,"(4, 2019)",16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
463,1 балк,,,,,,,1 пасс,1 груз,2,16,"вторичка,панельный",,55.891466,21.0,37.5251,свободная,37.8,,5100000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
464,нет,,,,,,,,,2,5,"вторичка,кирпичный",10.0,55.761244,16.0,37.733383,альтернатива,41.0,,6550000,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
465,1 балк,,,,,,,1 пасс,1 груз,2,16,"вторичка,панельный",,55.891123,20.0,37.526699,свободная,37.8,,4899000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
466,1 балк,,,,,,,1 пасс,,10,17,"вторичка,панельный",8.5,55.782947,30.3,37.659182,свободная,50.9,,12500000,,30.3,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
467,1 лодж,,,,,,,2 пасс,2 груз,4,7,"вторичка,кирпично-монолитный",16.0,55.733665,38.0,37.519234,свободная,54.0,подземная,9750000,,14.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
468,нет,,,,,,,1 пасс,,6,10,"вторичка,сталинский",6.0,55.705285,35.0,37.574471,свободная,46.0,,11290000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
469,1 лодж,,,,,,,1 пасс,1 груз,13,16,"вторичка,кирпичный",11.0,55.73591,21.0,37.570788,свободная,46.6,наземная,13490000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
470,,,,,,,,1 пасс,1 груз,13,14,"вторичка,кирпичный",9.0,55.780046,23.1,37.668237,свободная,38.8,,8650000,,23.1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,
471,1 лодж,,,,,,,2 пасс,1 груз,20,23,"вторичка,монолитный",16.9,55.672691,56.5,37.542222,свободная,97.7,подземная,21900000,,13.0,,,0.0,0.0,0.0,0.0,3,1.0,1.0,двориулица
472,1 балк,,,,,,,1 пасс,1 груз,6,17,"вторичка,панельный",8.0,55.694079,19.0,37.504483,свободная,38.0,,8700000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
473,1 лодж,,,,,,,2 пасс,2 груз,8,16,"вторичка,монолитный",11.0,55.671529,20.0,37.517922,свободная,41.0,подземная,10300000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
474,нет,,,,,,,1 пасс,,7,7,"вторичка,кирпичный",,55.888952,27.0,37.639779,свободная,33.0,,3950000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
475,,,,,,,,,,5,214,новостройка,,55.806621,,37.616962,214,32.5,,5585362,"(4, 2017)",,,,,,,,студиявЖК«Комплексапартаментов«Отражение»»,,,
476,,,,,,,,2 пасс,1 груз,2,16,"новостройка,монолитный",15.8,55.753656,12.6,37.512371,214,37.6,подземная,7334534,"(4, 2017)",12.6,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
477,,,,,,,,,,4,5,"вторичка,сталинский",7.8,55.701105,17.6,37.580804,свободная,33.4,,6500000,,17.6,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
478,1 лодж,,,,,,,1 пасс,,9,9,"вторичка,панельный",7.0,55.859943,20.0,37.608311,свободная,35.0,наземная,5480000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
479,1 балк,,,,,,,2 пасс,1 груз,8,22,"вторичка,панельный",10.0,55.804273,44.0,37.396793,свободная,83.0,наземная,19000000,,18.0,14.0,12.0,0.0,0.0,0.0,0.0,3,1.0,,улица
480,,,,,,,,1 пасс,1 груз,3,16,"вторичка,монолитный",,55.836428,118.6,37.65523,свободная,118.6,,30000000,,118.0,,,0.0,0.0,0.0,0.0,3,2.0,,двориулица
481,,,,,,,,1 пасс,1 груз,6,12,"вторичка,панельный",9.0,55.733254,20.0,37.830635,свободная,35.0,наземная,5100000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
482,,,,,,,,1 пасс,,1,8,"вторичка,сталинский",10.0,55.690369,38.5,37.550657,свободная,64.5,,12200000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
483,1 балк,,,,,,,1 пасс,1 груз,7,17,"вторичка,панельный",9.0,55.859003,32.0,37.417553,свободная,54.0,наземная,11000000,,18.0,14.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
484,,,,,,,,,,1,5,"вторичка,кирпичный",6.0,55.885166,28.0,37.702481,свободная,44.0,,4650000,,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двориулица
485,,,,,,,,,,1,5,вторичка,5.3,55.831145,31.0,37.523141,свободная,45.6,,6500000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
486,нет,,,,,,,,,14,16,"новостройка,монолитный",,55.523648,37.7,37.510957,свободная,37.7,,4027770,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
487,1 балк,,,,,,,,,3,5,"вторичка,панельный",6.0,55.84487,20.0,37.524615,свободная,31.0,наземная,4800000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
488,1 балк,,,,,,,2 пасс,1 груз,14,22,"вторичка,кирпично-монолитный",10.0,55.89137,20.0,37.58552,свободная,35.0,подземная,9000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
489,1 балк,,,,,,,1 пасс,1 груз,5,17,"вторичка,панельный",8.0,55.699548,19.0,37.936699,свободная,38.8,,4176600,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
490,,,,,,,,,,3,5,"вторичка,блочный",9.0,55.803241,17.0,37.794451,свободная,34.0,,4800000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
